"ID"	"feed"	"time"	"text1"	"text2"	"TAG_country"	"TAG_ebola"
105502	"en_AUS_austra_int"	"2014-01-07 01:44:41"	"Afghan girl, 10, 'in suicide attack bid'"	"AFGHAN authorities say they have detained a 10-year-old girl for attempting to carry out a suicide attack wearing a vest packed with explosives."	"AFG"	""
105503	"en_AUS_austra_int"	"2014-01-07 01:44:41"	"Rodman visits 'friend' Kim Jong-un"	"FORMER basketball star Dennis Rodman is visiting North Korea but says he won't raise concerns about repression in the country because he loves Kim Jong-un."	"PRK"	""
105504	"en_AUS_austra_int"	"2014-01-07 01:44:41"	"Crushing blow to illegal ivory trade"	"CHINA has destroyed about six tonnes of illegal ivory from its stockpile in an unprecedented move applauded by wildlife groups."	""	""
105962	"en_AUS_austra_int"	"2014-01-07 03:44:41"	"Wasting time on time travel research"	"TIME travellers, if they really exist, seem to be keeping their adventures to themselves."	""	""
105963	"en_AUS_austra_int"	"2014-01-07 03:44:41"	"Humans can only have so many friends"	"A NEW study has found that our capacity for maintaining emotionally close relationships is finite."	""	""
105964	"en_AUS_austra_int"	"2014-01-07 03:44:41"	"Subzero weather grips US"	"THE coldest blast of polar air in decades has gripped the US Midwest, closing schools, grounding flights and threatening frostbite."	"USA"	""
106224	"en_AUS_austra_int"	"2014-01-07 04:44:40"	"New blow to US gun control"	"A US judge has overturned Chicago's ban on the sale of firearms, ruling that ordinances aimed at reducing gun violence are unconstitutional."	"USA"	""
106225	"en_AUS_austra_int"	"2014-01-07 04:44:40"	"Notebooks 'removed' as scandal erupted"	"SEVEN boxes containing the private notebooks of Rebekah Brooks were removed from an archive as the telephone-hacking scandal broke, a court's heard."	""	""
106226	"en_AUS_austra_int"	"2014-01-07 04:44:40"	"Bend it like Samsung"	"SAMSUNG has revealed a bendable 85-inch TV that can change from a flat panel to a curved television."	""	""
106227	"en_AUS_austra_int"	"2014-01-07 04:44:40"	"Brazil World Cup row worsens"	"FIFA president Sepp Blatter has accused Brazil of being way behind in its World Cup preparations."	"BRA"	""
106453	"en_AUS_austra_int"	"2014-01-07 05:44:39"	"New breed of dads mix work and family"	"A NEW breed of German superdads is breaking the mould of traditional go-getters by combining a high-powered career with family time."	""	""
106454	"en_AUS_austra_int"	"2014-01-07 05:44:39"	"Chinese icebreaker to attempt breakout"	"A CHINESE ship that helped rescue passengers from a Russian vessel stranded in Antarctic ice, only to get stuck itself, may soon try to break free."	"CHN"	""
106775	"en_AUS_austra_int"	"2014-01-07 06:44:38"	"Thousands flee as terror strikes Fallujah"	"RESIDENTS fled Fallujah in droves as Iraqi troops prepared to launch an assault on al-Qa'ida militants who have seized control of the city."	"IRQ"	""
106776	"en_AUS_austra_int"	"2014-01-07 06:44:38"	"Kung fu movie mogul dead at 107"	"PIONEERING Hong Kong movie producer Run Run Shaw, whose studio popularised the kung fu genre, has died at the age of 107."	""	""
109118	"en_AUS_austra_int"	"2014-01-07 14:44:34"	"Spanish royals summoned in fraud case"	"A Spanish court summoned King Juan Carlos's daughter Cristina as a suspect over tax and money-laundering crimes yesterday."	"ESP"	""
109119	"en_AUS_austra_int"	"2014-01-07 14:44:34"	"Syrian rebels target Islamic stronghold"	"SYRIAN rebels have laid siege to jihadists from the Islamic State of Iraq and the Levant in their northern stronghold."	"SYR"	""
109120	"en_AUS_austra_int"	"2014-01-07 14:44:34"	"Hasina faces call for fresh election"	"BANGLADESH'S opposition leader Khaleda Zia has accused Prime Minister Sheik Hasina of ""murdering democracy""."	""	""
109121	"en_AUS_austra_int"	"2014-01-07 14:44:34"	"South Sudan peace talks begin"	"PEACE talks between South Sudan's government and rebels have started in Ethiopia."	"SSD"	""
109121	"en_AUS_austra_int"	"2014-01-07 14:44:34"	"South Sudan peace talks begin"	"PEACE talks between South Sudan's government and rebels have started in Ethiopia."	"SDN"	""
109122	"en_AUS_austra_int"	"2014-01-07 14:44:34"	"Mid-East talks have advanced: Kerry"	"JOHN Kerry insists progress has been made in Israel-Palestine relations, despite failing to agree on a framework for peace talks."	""	""
109123	"en_AUS_austra_int"	"2014-01-07 14:44:34"	"$8m of ivory destroyed in China"	"CHINA destroyed more than six tonnes of ivory ornaments and tusks worth an estimated $8.4 million yesterday."	"CHN"	""
109124	"en_AUS_austra_int"	"2014-01-07 14:44:34"	"Big chill causes chaos in US midwest"	"THE coldest blast of polar air in decades has gripped the US Midwest, closing schools, grounding flights and threatening frostbite."	"USA"	""
109125	"en_AUS_austra_int"	"2014-01-07 14:44:34"	"Cheney's daughter ends race for office"	"LIZ Cheney, the daughter of former US vice-president Dick Cheney, made a sudden exit from her Wyoming Senate race."	""	""
