id_src,id_tgt,nb_cocitations
60,139,47.869
67,60,7.25866
144,0,6.43161
144,6,54.3926
144,5,11.834
136,144,10.3439
1,97,3.67702
38,60,22.3862
48,16,8.70246
19,38,6.2033
154,132,2.43333
60,132,6.93333
32,24,10.106
66,114,5.60104
21,126,62.2525
172,109,7.44836
132,36,59.2194
97,67,1.09526
97,26,14.2882
16,97,2.19846
60,179,33.7865
64,36,15.2615
184,27,41.1889
30,64,36.5948
67,32,4.26048
84,74,2.13156
20,84,2.0134
19,20,17.9374
2,74,1.63247
2,84,6.44494
2,20,3.25809
2,19,2.19444
36,154,67.9593
64,154,7.05733
115,9,62.5913
58,27,1.72506
58,105,18.9503
13,69,11.8316
69,3,0.666667
137,4,52.5838
36,109,10.296
185,148,6.0
27,13,28.1875
70,41,3.15208
71,41,1.73494
27,41,73.0008
27,70,3.25126
27,71,0.792688
60,71,9.11349
138,9,29.0515
74,66,0.845303
175,60,52.2628
58,16,45.8583
8,29,26.5822
21,60,13.4398
25,103,4.76667
156,148,1.85556
78,4,3.57475
60,45,2.13333
89,60,1.76944
126,60,16.9262
92,89,0.71453
92,126,2.0012
12,132,0.688889
58,36,118.982
58,0,15.2031
24,98,6.26425
60,98,9.29723
19,39,5.95726
82,128,4.74134
166,148,0.666667
166,4,2.06837
60,63,5.47197
148,36,6.39069
24,103,9.05785
129,9,65.0826
129,24,8.34273
185,4,1.29194
60,185,0.833333
6,66,2.08789
186,60,8.67619
71,148,2.05755
187,60,1.0
24,43,16.4494
137,71,2.21515
0,65,26.1686
186,148,8.66667
8,148,2.75204
8,186,0.666667
4,145,9.42766
189,4,5.19839
189,71,1.68889
13,101,17.2298
148,137,9.14964
66,43,5.15482
24,148,10.4831
24,154,11.0512
12,24,11.0643
60,15,20.7712
74,15,4.85947
48,169,31.8354
63,169,0.666667
63,48,1.31226
98,48,4.25894
9,170,2.04293
48,58,5.0537
5,68,3.0575
18,43,117.519
60,26,5.90395
53,60,5.12174
52,60,2.6732
27,10,84.6975
136,60,3.18182
136,21,0.759384
132,144,2.0
169,60,45.8485
100,144,0.695425
9,132,7.29479
169,9,32.4322
30,169,20.785
21,158,3.21323
98,158,4.10978
98,21,11.4108
98,35,9.18996
89,140,24.532
22,140,36.4273
109,41,2.97409
173,41,0.666667
60,190,6.66667
9,190,2.39277
5,3,15.4677
116,105,0.861404
116,11,0.724893
28,108,2.99206
60,102,4.12253
68,139,8.73321
140,60,34.571
140,169,2.9
139,47,8.26984
60,88,2.01936
11,88,2.05372
5,41,19.2171
159,60,4.02778
84,60,1.20397
95,58,0.473737
95,84,0.333333
63,9,28.5685
47,148,4.67029
39,148,0.666667
130,103,12.8628
30,103,45.297
30,130,38.4175
162,43,0.4
162,103,1.11429
162,130,0.4
162,30,30.4604
14,103,5.43247
64,13,7.99194
181,64,0.666667
0,181,1.25722
60,44,4.68014
191,13,2.17402
31,4,54.8225
130,0,5.84443
63,95,1.3505
34,95,3.7119
34,63,9.53886
176,60,2.08016
155,41,1.95568
63,58,2.13636
28,181,15.4333
113,60,8.88095
11,111,2.02545
46,39,23.9201
21,83,5.1913
52,118,17.4119
53,118,17.6298
41,111,5.33611
112,60,25.5667
29,140,21.5842
46,56,5.09144
17,60,8.10245
103,16,20.1476
48,103,5.17265
66,24,5.38329
138,4,25.8192
48,45,8.33333
107,60,4.02381
13,86,0.418182
64,86,0.4
144,86,0.355929
144,13,2.26154
144,64,0.53773
86,46,1.42082
131,11,3.19459
34,144,5.21818
18,24,15.3687
84,159,1.92886
11,159,1.96458
19,159,1.93584
148,159,1.13592
148,84,1.24372
148,11,3.19172
21,159,1.22857
21,148,2.47627
92,11,7.41202
18,4,26.8458
6,104,42.9267
92,104,5.70425
92,75,3.65288
63,6,14.5929
113,83,8.72085
114,83,7.49146
109,140,1.78485
68,140,8.82265
103,74,8.33987
26,6,26.786
60,158,6.09365
35,60,4.15296
44,148,0.202016
48,44,0.202016
66,148,1.10947
66,44,0.282596
66,48,4.99013
24,29,35.6194
186,4,6.00952
109,4,48.9008
73,109,69.1109
183,92,1.4
27,25,4.83333
20,25,6.84848
60,118,9.40476
34,133,4.33333
140,36,4.04728
121,30,25.1918
169,42,3.34848
149,0,3.55863
31,93,5.94916
38,6,10.7083
75,64,1.03995
88,64,1.09018
88,75,6.22458
48,26,8.03571
133,60,0.751515
43,190,0.738889
123,190,0.327778
123,43,1.36876
38,190,0.2
38,43,8.08445
38,123,0.215152
110,190,0.308333
110,43,0.535076
110,123,0.301681
110,38,0.2
10,83,28.5277
112,83,29.1542
112,10,25.7937
139,66,3.81667
9,88,12.0792
75,32,1.6075
104,88,9.02673
104,32,3.11868
104,75,5.36933
69,15,30.53
106,31,1.0
112,13,21.3701
60,183,4.75432
29,148,17.7577
48,41,15.5594
43,79,12.0028
68,79,7.36111
68,43,8.29875
85,79,0.433333
85,43,0.930181
85,68,0.780151
77,60,2.1
6,91,21.1407
64,113,7.71571
138,105,8.00184
83,69,21.3359
46,43,8.42771
39,52,0.306502
39,62,1.32721
39,53,1.65365
43,111,25.0378
29,111,23.9372
0,41,26.0795
13,15,10.8442
92,15,0.433163
92,148,0.44817
101,60,1.78073
91,47,20.9169
11,15,71.1322
43,16,20.8178
101,3,18.816
60,3,1.13131
63,24,2.68875
63,32,7.01502
16,2,12.4227
93,85,16.8903
41,83,10.7529
130,148,36.6964
1,148,12.4749
67,21,10.6046
0,98,8.14903
64,85,6.0
109,20,13.6103
169,130,0.348485
129,83,28.7871
60,91,18.2299
148,16,8.54746
71,43,17.7139
70,43,6.22851
10,8,18.4541
29,27,12.326
27,91,8.02685
105,98,5.08965
34,124,5.42876
117,124,0.196114
117,34,1.24252
107,124,0.227016
107,34,3.91833
107,117,0.565565
105,140,11.3272
41,32,12.046
20,155,27.4819
10,21,17.3926
89,14,20.7333
46,62,9.6846
101,193,41.2862
62,107,5.38337
48,107,5.67077
20,148,5.44304
82,123,1.97883
62,56,4.00437
6,96,2.50919
87,6,18.8431
89,108,15.3295
0,35,6.56923
46,28,7.40187
155,39,5.55798
47,155,3.05004
62,123,0.545717
6,98,3.95904
100,64,2.12691
116,64,1.28223
116,100,0.265456
67,116,0.51388
62,48,1.45609
46,34,12.9641
41,162,11.9312
29,162,1.44848
30,41,60.2872
126,29,2.03719
23,4,42.0692
38,23,0.669811
34,41,59.4698
84,39,26.2003
125,0,5.17865
89,35,4.72726
3,0,10.8434
70,5,4.18426
126,98,16.1983
161,68,1.05298
127,68,21.5638
127,161,0.47619
19,127,1.93752
30,161,1.19663
9,161,9.27203
93,161,0.337179
93,127,6.35731
92,116,17.5045
0,56,1.81653
89,46,2.3731
108,46,0.998059
101,9,21.6984
37,27,0.277485
37,20,7.13731
5,35,2.53999
35,39,11.5096
35,22,26.566
11,193,2.72914
0,150,1.51944
63,13,5.10197
130,31,16.4539
47,96,5.7296
39,96,5.41214
165,53,5.79821
36,47,15.8183
39,3,7.97218
3,47,3.81611
79,47,3.19003
154,47,11.8555
47,84,7.775
105,3,4.66947
62,80,9.9886
57,8,0.444444
38,98,3.10479
22,98,9.87275
9,139,9.30781
21,22,24.8294
27,23,13.2588
63,5,4.88657
22,5,5.97824
121,52,0.907839
53,121,0.946533
21,89,16.1345
193,3,5.24097
3,67,1.02452
71,3,1.41195
193,0,2.71406
22,13,12.6249
48,39,6.16912
47,48,8.82133
107,89,1.3626
53,89,17.2125
57,118,8.1754
9,62,25.2197
0,122,8.54667
123,193,0.66044
69,105,2.4652
11,134,3.5733
15,115,9.76475
56,118,14.0266
28,15,74.1914
84,134,12.0495
102,134,3.11526
102,84,54.3722
6,134,8.77541
83,134,5.80093
5,134,0.535925
5,83,10.3979
31,108,2.00142
15,84,24.8925
69,84,7.15145
12,115,50.3699
156,1,16.7091
36,83,30.7923
0,83,42.5158
83,115,5.89989
5,137,0.673946
46,102,2.1
140,43,10.5961
4,154,20.4151
154,58,68.7534
119,114,1.35169
112,119,1.56071
113,119,0.894048
28,91,6.11127
28,89,1.76429
102,8,2.96937
20,102,11.0677
28,8,6.20226
51,115,2.49244
8,15,4.81607
79,15,9.14499
79,8,0.108333
11,79,18.9332
115,28,1.01667
11,115,12.5552
13,115,0.670753
79,46,4.1474
97,28,1.5
32,105,1.71293
32,29,0.135484
36,32,10.658
36,145,1.01099
58,11,62.9129
15,16,25.4647
10,22,14.4846
84,36,29.4201
69,58,47.2729
110,7,2.07546
145,133,1.0
66,102,2.60317
51,11,6.32603
15,116,1.37899
153,20,4.84436
69,98,0.847619
20,69,30.5074
102,142,0.333333
102,111,15.396
58,15,33.7966
156,43,18.7558
135,127,4.01818
1,135,0.288355
10,135,2.77706
76,135,0.166667
83,15,35.7577
153,105,2.19444
115,58,5.52695
115,69,3.16601
115,36,16.1454
41,102,2.91587
61,91,6.3045
61,11,40.355
181,12,2.1342
69,28,2.23333
15,154,42.8204
145,14,1.66667
84,115,27.1181
11,83,62.5038
153,83,1.16261
153,11,2.71897
8,58,5.57544
28,125,2.0
36,28,21.8937
10,58,14.585
153,133,2.02048
93,6,4.30866
30,115,24.1802
18,36,1.06594
12,145,5.03321
6,58,28.153
22,102,1.87451
69,96,1.34762
69,39,3.40595
15,39,5.52616
15,47,4.78139
102,15,25.7242
13,154,11.6646
10,79,1.56672
64,12,5.26178
64,84,14.8929
0,194,2.29781
74,23,0.343347
79,83,2.79091
51,83,6.31368
51,84,1.89239
51,79,2.56339
49,4,1.03513
154,39,15.5604
154,1,8.74744
124,8,2.55742
32,17,6.79873
102,2,4.69485
14,102,5.66813
69,8,0.688889
16,69,1.97155
13,54,5.92857
179,0,0.369744
179,120,0.166667
114,0,6.84699
114,120,0.166667
154,134,4.96022
156,58,7.52766
156,84,8.07013
36,46,9.24004
145,27,1.0
126,10,13.9439
11,156,9.26825
11,112,53.1003
102,36,28.2949
102,58,37.3393
159,83,4.42857
11,40,18.3539
69,126,1.03333
29,102,5.38254
153,131,1.76667
91,131,7.10034
91,153,1.5
69,102,8.33002
69,154,15.2836
26,163,1.0
15,163,0.829868
15,113,1.65837
112,15,0.543222
153,13,2.33333
61,32,3.63615
54,154,4.46227
32,154,0.788889
24,89,12.0098
54,115,2.27036
115,47,6.45811
115,39,4.40573
54,46,2.51515
156,102,8.84762
136,1,2.79533
129,91,0.357854
15,91,2.61274
6,28,6.72195
15,76,1.0023
58,12,13.7096
154,66,7.0
5,15,8.66241
79,12,13.7075
190,30,3.11174
29,190,27.9565
6,190,6.47675
133,61,16.3348
102,10,3.33418
28,129,3.54762
64,51,4.34129
48,102,7.9108
13,79,7.32587
130,28,30.081
116,47,0.545108
41,74,1.29584
69,11,9.02687
111,15,20.2794
105,2,7.56871
130,19,14.3125
196,21,1.71736
13,196,1.71955
90,13,29.6946
91,90,27.2756
52,71,29.2152
53,71,31.7169
73,2,2.83333
25,2,4.46667
62,71,0.645902
155,18,3.06667
126,4,27.0328
41,138,0.333333
103,105,3.34144
158,27,37.286
3,24,7.93172
3,29,0.591659
22,126,13.5278
144,106,1.4
27,83,0.854834
35,83,1.92265
158,83,2.40238
14,118,0.684848
2,118,3.66667
47,14,10.5979
109,6,4.6037
105,109,2.93
114,5,1.23485
84,114,0.244639
74,114,0.129171
94,5,3.10526
94,114,0.121978
94,84,0.125332
94,74,0.121003
91,5,7.32566
118,71,14.5649
5,61,10.7961
46,41,25.5298
5,142,3.82452
53,47,9.99701
5,126,0.417446
105,38,6.5321
48,74,0.761905
48,31,0.125437
75,144,0.0487862
88,144,0.15831
136,75,0.0616067
136,88,1.54879
44,144,0.288138
44,88,0.595077
44,136,1.87676
104,144,0.0710084
104,136,0.0710084
104,44,0.443765
5,104,16.0416
85,130,1.33333
18,130,1.03167
18,85,0.780159
74,144,0.975397
109,144,0.356349
184,144,0.237302
184,43,0.217929
184,74,0.0361111
184,109,0.0361111
184,9,2.7969
30,184,4.18214
19,184,0.0512626
93,144,0.077413
93,109,1.28485
93,184,0.0277778
6,89,3.489
107,118,4.68414
112,24,12.7355
113,24,4.14108
13,98,1.99708
39,158,5.86846
158,5,0.751973
158,0,6.21194
9,80,23.1899
9,121,7.05743
126,37,0.702381
47,101,1.74353
39,101,1.30323
64,126,8.06931
6,106,7.92403
11,187,30.5
63,10,1.94496
10,43,24.5106
41,140,8.93456
160,74,0.333333
43,160,0.266667
35,19,1.69194
158,19,2.64933
68,35,5.39249
68,158,6.4386
140,19,0.14465
140,30,2.15985
5,14,5.48468
197,9,3.12056
35,111,0.643915
158,111,0.574603
10,111,5.00605
10,35,3.05258
10,158,4.5697
37,9,2.68672
107,39,0.666667
107,47,4.17141
103,5,1.11341
6,103,12.6248
159,53,0.737122
52,159,0.704874
68,4,29.177
15,43,8.75522
15,68,3.65378
67,158,7.27251
35,67,1.98918
91,32,2.27644
27,8,9.46166
69,30,8.72553
144,59,0.552423
55,20,0.761596
56,20,0.540564
37,55,0.166667
37,56,0.166667
22,74,7.19699
24,67,2.22308
71,111,0.35356
0,71,5.23934
91,63,1.71674
38,155,5.58417
189,11,4.4096
0,189,0.962276
115,41,1.13009
111,8,1.17051
83,38,0.666667
64,31,0.242109
53,31,0.250858
53,64,1.44069
105,31,0.704293
105,64,2.77975
132,15,1.92669
32,15,6.13983
32,132,1.20592
150,15,0.0400637
150,132,0.0277778
150,32,0.0763126
17,15,1.74101
17,132,0.557326
17,150,0.370912
38,15,0.12402
38,132,0.0351307
38,32,0.0330409
38,150,0.0277778
38,17,0.0343137
34,132,2.02778
34,32,16.6971
34,150,0.0277778
34,17,1.77265
34,38,7.0582
36,150,0.0317303
36,17,38.3199
36,38,3.36745
114,15,0.132029
114,132,0.0277778
114,32,0.0763126
114,17,0.563219
114,38,0.0555556
114,34,14.8793
91,36,7.14662
12,91,8.05547
13,44,2.85183
16,44,4.74735
38,24,3.19998
100,94,5.93342
131,90,14.7075
36,19,3.05989
58,64,9.25464
73,5,4.86642
25,0,7.30855
25,5,7.70762
43,25,19.191
1,31,1.53676
109,5,2.88911
24,109,11.19
148,5,3.18273
64,24,11.5581
16,109,6.66749
46,109,0.58592
46,19,5.6794
46,148,0.102537
39,36,6.93666
41,133,0.342857
27,133,0.733333
112,158,6.11955
21,44,0.579394
180,60,1.16667
180,9,0.166667
180,148,2.16667
47,29,7.09584
27,109,4.90702
36,111,1.5919
24,36,8.82429
44,41,0.476085
27,44,2.5243
38,126,3.70293
2,190,1.03431
14,10,4.76962
11,10,15.0112
11,14,1.8438
20,75,1.41726
27,75,1.34621
46,111,6.80938
64,111,9.46273
83,2,23.4783
20,83,3.12633
31,2,2.86123
31,83,0.4
31,20,0.847497
16,22,19.597
68,28,23.1129
158,22,23.7426
70,118,27.5468
52,65,0.361905
4,65,1.87816
4,52,4.88073
53,65,0.408593
53,4,20.5292
66,65,0.375729
66,52,0.106536
66,53,0.162424
4,190,1.39576
47,118,5.31901
22,118,1.42449
194,38,0.333333
105,194,0.333333
98,138,1.82981
140,20,27.5214
138,21,0.521965
140,21,1.49776
135,153,3.16897
28,43,4.8119
103,27,3.7239
71,55,3.52129
27,55,0.266148
41,55,0.427089
16,73,6.31946
27,66,1.31772
73,6,9.84831
71,64,26.0285
43,120,1.42946
2,109,3.49762
34,105,46.8577
6,31,0.477923
107,105,0.0797619
107,31,0.0675881
107,2,0.0559524
107,6,1.12224
92,43,5.26119
29,92,3.81961
63,8,1.68485
63,114,0.679487
58,30,46.6352
73,58,0.712121
67,22,0.401974
105,43,9.88424
11,80,2.18294
113,80,1.96152
114,80,1.11076
114,11,10.1629
112,80,0.320717
36,79,32.6254
20,81,0.167006
29,33,0.189957
29,81,0.139181
23,33,0.289957
23,81,0.0666667
23,29,2.83799
120,33,0.0666667
120,81,0.0666667
120,20,0.927821
120,29,0.114859
120,23,0.0793363
27,2,1.17099
55,114,1.91626
55,112,2.1366
55,8,0.626604
55,33,0.301387
122,8,26.4371
122,55,5.41966
113,122,36.9492
66,14,4.0658
149,43,0.420542
145,83,0.436574
145,9,7.00168
91,105,4.94329
91,140,1.34817
121,140,1.0474
113,43,8.45236
13,83,5.39708
116,4,13.4995
47,66,6.32338
11,66,6.88974
63,89,1.14308
64,21,5.36863
0,53,5.04843
0,155,0.586618
158,29,22.245
95,83,0.35
29,15,1.32718
83,111,7.73333
83,29,1.16283
43,83,1.39268
31,148,7.38095
68,6,6.35883
118,62,13.7153
55,6,0.694104
2,55,1.06667
141,6,0.148485
141,55,0.249894
141,2,0.0666667
20,141,0.0666667
114,6,2.54923
114,2,0.0944444
114,141,0.48066
114,20,0.241053
9,130,72.6736
134,73,1.0381
134,9,35.5579
129,73,0.633333
92,146,1.01515
155,35,6.81421
155,158,7.00952
153,9,12.4263
115,102,13.4538
77,40,7.21429
133,77,2.38095
62,28,1.70543
41,23,5.8975
70,29,1.16445
14,19,11.198
84,0,10.7291
93,83,1.23217
110,195,5.50952
83,195,0.547619
83,110,3.94205
54,195,5.84286
54,83,1.44653
30,18,60.024
10,114,24.5178
154,51,1.71947
129,115,7.17361
129,154,2.79211
115,134,2.10026
28,154,18.381
137,30,8.3842
51,30,1.1527
51,137,0.694372
83,40,2.67801
105,142,1.01818
13,104,1.41502
13,75,0.307406
13,88,0.426082
133,83,7.59487
133,13,1.14996
40,28,7.66667
133,28,3.08333
41,156,6.55714
28,12,5.57711
95,11,4.19011
13,95,6.4713
156,131,1.33333
11,41,6.87106
16,133,1.40142
156,129,3.77251
84,129,32.6042
52,102,2.22527
53,102,2.27835
111,30,30.2717
0,23,7.93848
40,1,4.32675
156,48,6.79444
115,8,1.09767
69,48,1.83247
198,141,0.24531
81,141,1.94769
81,198,0.139755
82,141,2.64214
82,198,0.152535
1,198,0.375551
8,198,2.35254
102,74,17.3333
94,72,1.55884
35,64,3.94303
98,64,0.155301
140,64,0.429832
140,126,1.69575
35,41,5.37871
20,58,4.17787
102,93,0.702381
6,153,7.77452
145,99,2.0
0,132,17.4611
12,105,7.55561
41,15,2.30987
68,8,1.50595
41,47,1.72812
78,29,1.47554
9,181,9.74928
78,15,6.94089
36,78,12.7342
43,192,17.7476
135,84,0.786479
40,84,5.05831
102,133,1.51563
102,135,4.05918
102,40,7.66146
115,133,0.900515
115,135,1.95282
115,40,0.85817
163,36,11.4014
27,67,17.4936
124,12,0.553571
124,36,2.40376
159,9,3.86479
58,159,0.127778
36,159,0.452002
8,36,12.0096
36,126,3.45371
58,83,14.4676
55,154,0.106536
42,154,0.106536
42,55,0.288954
105,154,0.891991
105,55,0.17619
105,42,2.93111
9,59,2.7118
2,129,20.6764
106,0,2.00887
106,11,1.86364
129,36,6.21229
46,12,4.92492
28,156,1.93333
10,156,0.804762
134,54,3.13001
19,83,2.27595
134,156,0.380037
84,30,36.5431
47,24,35.2377
147,36,1.0
127,5,5.63739
51,39,5.20098
12,30,4.20318
91,89,6.81203
54,129,0.355356
54,133,0.337799
54,135,0.405631
54,12,2.28993
54,51,0.349862
40,54,0.312607
129,11,28.8131
9,195,32.5091
113,51,3.83714
46,53,0.293182
70,53,2.93584
70,64,1.90171
52,46,0.266667
52,64,0.1
52,70,1.54969
47,43,21.4101
39,43,8.7656
154,43,7.03532
154,16,13.576
23,105,51.2981
23,43,0.650418
23,16,10.8502
23,39,0.481559
23,154,0.0333333
48,105,0.468034
48,154,3.7323
114,30,6.21778
85,30,22.5053
8,87,4.38962
39,24,19.5117
40,113,1.0
58,14,1.81661
115,77,5.04762
156,47,7.31429
156,39,5.68266
22,36,3.46345
93,8,3.35947
53,153,1.0023
27,15,5.72228
110,113,0.421639
20,113,1.61046
20,110,0.18017
68,113,15.6514
68,110,1.16667
68,112,1.60883
114,68,0.673501
15,19,4.38583
21,54,2.00308
21,195,4.04762
21,110,2.36279
119,4,5.86382
28,72,3.88485
46,15,2.62595
102,32,1.9303
140,6,2.66072
140,5,3.41412
83,137,6.27106
58,13,23.8549
127,40,28.0
122,11,4.6377
70,3,0.384019
89,70,1.67762
162,21,0.122222
16,162,0.169841
45,58,0.333333
42,20,4.16689
61,27,4.93279
40,56,0.333333
55,40,2.33987
118,112,4.87451
118,16,6.99441
118,13,1.24866
156,104,1.0
112,111,9.57143
69,51,3.06838
20,51,0.668966
145,68,1.02778
92,102,2.79853
102,4,12.4613
12,43,6.50542
27,142,9.9102
138,6,1.12099
154,150,0.337286
154,114,0.673696
156,115,1.93333
32,18,4.25238
20,65,10.9017
21,65,0.509369
137,114,0.166667
137,113,0.166667
112,137,0.166667
194,114,0.166667
194,113,0.166667
194,137,1.7
194,112,0.166667
58,194,1.22626
97,18,0.22381
97,24,1.2475
43,97,0.387488
32,97,4.11963
32,43,11.3028
93,28,3.19762
196,15,4.59278
40,58,2.16856
55,69,0.333333
129,114,0.306334
129,113,0.302381
112,129,0.302381
118,114,1.17999
13,114,1.62173
46,112,2.63064
46,113,5.76262
114,46,4.72612
8,21,3.64686
8,74,2.57381
126,16,4.63018
136,16,4.73953
163,122,4.24641
128,122,14.1439
128,163,9.66904
8,128,1.89241
23,28,2.33333
10,24,12.1378
14,112,1.33333
154,30,15.3621
122,115,1.0
35,3,1.23515
89,23,2.09949
22,23,6.59876
126,79,4.0
20,108,4.02766
111,108,0.737662
156,87,5.5096
27,19,6.21833
58,47,15.4643
22,28,16.2221
28,145,3.33333
58,135,0.46684
58,133,0.448117
36,135,2.68774
36,133,1.1372
69,135,0.587222
69,40,0.82664
69,133,0.54124
154,135,1.91048
154,133,2.73006
79,32,1.23333
30,42,18.8081
71,30,75.5619
41,145,1.0
31,183,4.65233
92,51,2.33476
17,28,4.48333
13,17,4.39567
3,8,2.79971
122,102,1.91667
156,34,9.93333
0,29,7.81353
156,2,0.833333
28,29,2.61667
14,83,1.16667
94,13,1.41411
38,11,3.62342
157,36,3.06667
36,181,24.2446
80,8,1.41664
60,80,0.134314
39,80,2.58538
47,8,16.5439
47,80,2.9369
186,188,4.39048
181,11,2.36508
181,58,14.4556
181,102,5.36515
156,153,0.733333
17,91,3.31464
127,129,1.33333
156,74,1.06667
123,156,2.0
129,58,2.61895
135,196,1.07768
154,83,17.3781
181,14,1.0
15,144,1.04964
154,0,6.32143
24,84,4.36688
24,135,5.45645
156,59,0.233333
102,80,2.10654
28,37,1.0
10,78,2.47966
8,70,3.75236
34,147,1.33333
16,71,4.50869
70,16,11.9016
121,4,9.07865
128,81,0.524856
89,81,5.02944
89,128,0.466376
115,100,2.0
100,156,3.16667
13,68,14.8916
77,58,5.4
156,46,1.32076
100,76,0.772867
20,76,3.52115
41,26,9.52222
11,96,3.31532
84,22,2.70208
91,101,0.411233
154,91,0.5
70,2,1.04658
11,2,6.87293
11,70,1.72688
59,91,10.1732
102,119,1.0
0,148,2.69248
43,89,5.2483
0,174,1.5254
71,145,8.33333
17,117,5.44444
58,46,6.29318
122,46,5.7915
122,58,1.89074
97,60,3.96508
122,154,1.10238
60,61,1.43025
45,12,3.33333
45,17,1.36111
17,12,2.53529
94,16,2.73538
34,57,1.01099
7,6,1.0
72,7,0.666667
74,145,7.0
29,5,1.90207
4,163,4.79989
29,10,8.15873
195,2,1.0
5,79,1.33641
6,79,3.78662
21,85,4.36352
122,28,0.614286
13,132,4.68377
26,64,0.499897
26,66,1.48193
97,104,0.803884
108,104,0.738257
108,97,0.882701
88,91,0.374428
87,91,2.55015
87,88,0.364832
137,1,2.18706
1,133,4.82477
115,10,2.40649
36,94,3.58899
58,94,3.99919
133,5,0.383963
40,16,1.55652
17,40,0.998855
105,8,4.51621
17,105,0.552904
17,8,0.611833
17,163,1.19365
16,163,4.53333
105,94,0.322207
78,11,2.31165
69,1,0.521276
91,124,1.5
51,91,1.16809
94,64,23.0434
36,45,0.166667
11,45,1.16667
11,100,0.938611
3,78,9.12035
57,112,1.11111
46,38,2.51248
88,1,3.38867
16,78,1.37548
68,27,5.84789
45,101,0.666667
17,101,0.616562
96,111,0.843034
95,30,18.7465
95,10,3.64599
32,22,2.14341
144,16,2.42991
96,122,1.46809
128,96,0.434029
167,1,4.81465
43,67,6.60793
53,43,1.7063
52,43,0.387488
182,9,1.68333
16,84,6.82317
121,8,0.649448
92,31,0.268089
92,30,9.18877
43,17,1.71305
140,103,0.433333
103,41,7.22948
43,158,8.55145
35,43,5.56902
155,149,0.529377
158,149,0.440692
27,149,0.212682
27,155,19.7492
35,149,0.92245
38,149,0.569975
43,155,0.15119
23,158,19.7388
74,18,6.26667
22,53,26.8247
127,47,0.907071
39,127,0.688889
11,127,0.22904
128,47,0.0222222
128,127,2.17817
128,39,0.0222222
82,47,0.204762
82,127,0.0222222
82,39,0.0579365
82,11,0.681471
5,128,0.340895
5,82,0.101984
19,47,8.83867
19,128,0.0579365
19,82,0.0579365
3,82,10.0549
3,19,0.0599526
30,128,1.05794
30,82,0.408802
33,19,0.135714
33,30,5.7796
33,5,1.06886
33,127,1.15595
29,39,2.90857
126,2,2.9
39,2,4.58073
118,121,1.48398
175,130,1.0
175,43,3.33333
158,18,1.71955
42,35,0.859252
42,158,0.857236
34,28,35.224
43,8,6.93579
140,8,6.19807
106,190,0.1
200,190,1.27717
200,106,0.380952
29,106,0.1
29,200,0.214286
30,200,4.25504
42,41,8.65346
31,41,2.51283
31,29,1.09315
22,29,2.73138
42,34,10.5881
29,34,11.6341
34,136,1.91062
142,47,3.86264
39,140,1.65965
109,14,4.93409
75,103,3.33729
126,43,3.51295
13,105,10.264
29,18,6.47107
30,133,0.0728616
40,30,0.253694
135,30,0.725315
43,133,0.107061
43,40,0.179199
43,135,4.11539
68,32,9.55695
64,32,5.03541
27,73,3.42149
79,102,11.4437
110,79,0.794444
110,36,5.04207
36,134,2.434
156,40,3.43333
102,101,1.33333
84,185,1.34432
71,84,19.3485
102,110,3.94753
51,13,2.10661
135,83,1.37788
110,154,2.10381
110,133,0.180004
110,15,2.78675
110,12,0.399052
110,135,0.260835
14,154,1.41779
84,17,1.36232
30,183,9.62668
66,83,1.0406
84,54,6.21577
3,187,1.06667
181,30,2.71436
46,181,0.333333
115,46,1.74834
84,145,1.08645
150,8,1.59091
165,0,3.26869
165,20,3.89792
3,83,3.87106
69,181,3.29848
13,181,1.34848
54,36,0.983651
58,54,2.70129
40,196,0.478499
54,11,3.5225
54,4,3.60335
154,117,0.633333
69,47,2.91944
140,12,0.5
159,154,2.24615
13,84,9.28653
54,0,0.817605
113,10,36.9898
34,112,34.5667
196,154,0.165801
83,196,0.171064
11,196,0.0528822
135,11,5.09115
69,196,0.047619
110,58,1.03731
4,135,3.28832
23,58,2.1835
58,199,1.0
0,191,0.183543
153,191,0.166667
109,39,2.68056
109,47,0.99505
113,12,1.48485
69,79,0.916703
69,0,3.20066
13,120,0.596772
91,120,0.056129
1,120,1.38932
104,120,0.0357143
104,91,0.124717
104,1,0.812882
66,120,0.371429
66,91,3.39258
66,104,0.208138
11,104,0.496716
132,120,0.0357143
132,91,1.06158
132,104,0.157909
132,66,0.162982
132,11,0.728027
67,154,0.370635
15,48,1.22297
109,48,1.73345
109,15,0.843612
109,58,1.26005
64,79,10.6107
71,154,3.04762
13,23,4.60861
181,156,1.0
17,157,9.7
154,2,0.606628
4,69,5.04464
178,115,0.866667
69,178,1.84848
27,84,2.35076
84,89,0.562016
115,16,6.00032
15,67,8.08365
112,101,1.50945
61,12,0.351515
154,109,3.2582
1,181,1.0373
102,62,1.75613
53,55,3.36879
53,56,1.78701
114,56,2.33596
114,53,0.502865
44,15,4.4961
65,100,1.36619
127,153,2.16667
145,153,0.242129
145,127,0.166667
30,145,0.188889
51,36,5.93852
36,98,1.80087
13,165,6.41064
156,24,5.79524
109,156,3.16667
83,194,1.76667
7,194,0.1
7,83,0.175463
137,7,0.110989
84,194,0.826263
84,7,0.194785
84,137,1.40586
149,140,1.49458
11,149,0.155026
35,11,0.420869
143,156,0.333333
114,156,0.5
153,43,1.16897
84,8,1.5721
