id_src,id_tgt,nb_cocitations
9,48,146.53
23,48,42.1682
92,1,59.0545
26,1,8.1124
1,106,1.34848
20,100,0.678437
21,100,9.50714
101,20,23.0991
44,9,202.669
41,1,64.5091
66,39,5.98409
21,91,65.2547
25,1,7.21354
74,30,100.324
48,133,0.734838
48,4,234.708
79,63,1.18644
39,21,56.4841
83,28,39.6714
16,91,75.8665
12,9,156.648
20,91,32.543
152,1,5.01102
0,77,1.34106
126,89,60.1344
64,9,161.235
30,27,53.6476
68,102,3.67149
84,9,446.906
1,153,6.41111
46,30,61.555
41,24,50.1206
60,30,634.473
91,11,13.4486
84,91,0.691577
2,34,262.904
0,80,5.71937
84,28,66.0086
11,47,37.9551
13,126,22.8526
155,11,3.42546
140,11,4.17971
140,155,3.28802
84,23,5.33501
102,16,8.60737
102,0,20.587
5,32,156.726
30,14,322.527
84,79,16.6326
153,0,1.42452
153,59,0.2
5,153,3.6023
87,59,5.73155
87,153,0.122222
87,5,13.4563
46,83,3.76667
100,16,15.5281
46,100,9.35477
89,8,1.49142
91,156,5.58333
102,12,163.851
16,12,7.047
8,11,29.834
6,67,59.9971
156,0,17.1251
145,13,2.0
156,22,14.6947
12,83,392.118
41,38,15.8577
92,16,24.2233
92,76,2.09544
4,92,72.3349
64,16,44.541
64,76,4.11888
64,92,7.34062
64,4,77.6683
111,0,30.1539
156,6,16.9399
156,20,14.0764
102,39,42.7639
102,28,95.9355
47,102,45.907
27,89,16.1595
22,89,256.979
22,9,420.282
22,27,46.5162
102,6,31.6802
102,5,52.4086
9,102,83.1102
27,102,9.99139
8,22,3.46817
8,39,2.29713
90,22,0.0818182
90,39,0.0860231
90,8,0.521687
22,3,11.3779
101,27,8.79323
98,4,28.1866
105,20,200.271
5,11,25.6711
156,27,2.50092
76,11,3.50056
11,39,43.7445
30,68,541.922
53,13,27.2903
96,89,126.461
9,96,47.4237
9,40,63.3726
9,133,102.679
9,135,81.2583
78,89,2.4239
11,89,38.5842
89,16,7.42776
67,102,3.69444
95,102,0.415152
93,68,26.3816
89,68,27.8619
89,93,1.16667
74,68,9.42736
74,93,4.28016
74,89,0.951681
22,96,20.6922
89,19,2.84615
64,89,7.34582
22,4,95.0451
102,98,1.79944
11,98,3.94143
11,102,32.4777
20,60,163.399
21,156,12.5818
32,87,5.88718
4,87,20.6692
62,52,6.03571
27,52,0.721531
27,62,1.2056
53,62,8.06678
53,27,1.79424
20,52,2.26324
20,62,3.29129
20,53,6.27498
39,27,17.4105
47,27,34.6454
8,112,30.8391
83,102,38.8311
32,11,10.8055
46,11,36.4052
68,39,1.84615
156,16,11.4327
16,32,69.6685
75,6,62.2733
75,9,29.5839
0,75,13.9566
75,11,1.15888
5,75,18.6526
20,43,10.6407
27,43,106.479
44,75,0.70367
43,22,5.51935
38,22,146.588
92,13,11.3934
156,92,3.18889
38,89,10.4316
4,156,79.6614
23,20,33.6704
9,3,33.4011
46,63,4.31383
20,63,31.5163
27,63,15.6086
27,46,53.951
100,5,14.5145
6,100,34.6672
20,92,16.3277
20,13,77.2648
21,16,108.388
21,92,1.20957
21,13,30.6499
73,9,148.594
2,10,22.3444
32,39,2.0701
100,39,0.528027
100,32,4.73141
92,32,3.40868
92,100,1.18211
11,53,15.4409
29,20,17.3058
29,21,3.91295
153,4,9.87222
153,30,10.9301
153,73,1.16667
61,156,0.8
0,12,23.663
72,1,2.56879
72,11,1.30937
105,21,61.2799
131,4,28.5746
136,37,1.69098
35,9,96.841
21,35,5.70916
0,72,28.999
5,95,7.79934
6,95,35.8804
6,92,141.877
84,157,1.0
156,36,29.9487
16,75,5.54724
69,156,10.011
156,5,46.1581
115,92,22.7176
41,6,22.135
47,21,62.3553
1,115,5.38185
149,6,1.26235
9,136,7.1277
102,136,4.18612
20,111,44.3671
156,12,14.1168
83,156,5.76099
16,101,2.37887
15,105,1.79652
12,69,9.18372
61,6,32.2358
11,105,11.8577
16,153,2.89444
84,105,4.74596
84,6,17.0835
28,60,48.1421
82,8,46.2375
133,84,6.42053
133,11,2.22782
43,6,81.3318
28,30,54.2996
102,13,9.1089
102,30,30.8073
60,105,91.3614
13,116,1.92128
156,96,6.33333
23,47,0.557143
30,22,22.4759
91,13,159.797
21,32,8.56209
16,61,4.65368
87,16,29.3914
104,0,12.5944
104,16,4.51406
66,34,15.0713
14,34,274.321
9,104,4.97363
46,61,5.38002
87,46,3.62968
109,127,3.6647
34,11,60.5339
31,73,6.38723
68,16,81.2
68,0,7.91343
9,68,331.789
34,10,30.7334
111,9,79.7211
30,109,80.1337
14,43,14.391
4,43,298.802
68,109,26.27
10,30,41.1927
60,148,312.155
4,148,120.752
14,105,10.5647
103,9,138.712
34,64,36.4365
10,64,4.9587
14,4,10.5457
34,43,124.149
76,73,0.333333
158,35,720.977
109,74,21.2625
17,46,2.79284
5,17,1.34401
6,17,1.70217
74,19,75.1087
60,0,66.1886
43,36,52.847
4,36,90.2258
0,43,33.8363
48,36,23.5535
48,43,17.8367
48,0,7.08833
21,43,5.6855
21,48,5.36989
28,10,74.4327
127,9,39.1044
10,16,109.666
9,93,69.7788
10,46,17.1309
4,158,26.7932
4,35,19.9998
64,120,1.3848
4,120,15.7382
60,109,700.221
25,9,88.7655
64,91,2.54386
46,91,24.4005
46,64,45.3757
15,24,42.9341
13,25,1.51404
21,58,3.69561
34,58,15.5561
34,21,34.8563
105,19,30.6977
159,4,5.25501
8,159,0.727598
144,4,3.40916
144,159,0.166667
144,8,0.202381
93,25,14.4275
60,10,28.422
19,109,105.773
34,25,34.8269
140,111,0.591534
140,9,119.913
25,19,60.7837
109,25,200.825
84,4,27.4882
5,84,9.76462
58,4,69.5162
58,84,27.7628
58,5,5.14065
8,6,3.40841
15,4,37.0675
66,60,53.3991
9,66,121.782
34,103,36.3041
74,6,14.7866
36,30,99.3065
6,36,59.3861
10,32,1.5112
14,24,11.1067
60,24,141.703
158,30,4.12152
35,30,2.6607
105,158,27.1945
105,35,35.6017
1,158,31.229
30,148,68.624
73,60,36.575
73,19,11.3342
25,30,65.6313
25,60,27.7729
25,73,11.2631
34,5,163.249
64,2,2.29752
64,14,7.63543
109,42,1.28847
107,42,0.272894
107,1,3.92492
107,109,0.665751
19,32,3.09194
14,60,30.163
51,9,77.8728
43,74,38.605
9,160,7.40303
1,108,2.35294
0,108,16.2148
31,34,16.1201
19,34,54.2341
19,31,15.2325
34,60,231.687
10,15,1.74772
91,4,59.6172
48,60,275.321
34,15,67.6672
9,158,89.5917
30,79,19.8631
9,155,48.619
14,155,0.333333
32,27,7.42533
32,30,6.41207
36,60,84.5987
149,25,1.0
9,107,32.0017
71,107,13.2079
71,9,90.8909
34,68,56.0531
25,63,3.09281
161,109,3.18949
161,19,7.79108
9,144,25.3609
30,144,23.3116
73,144,0.20303
17,16,12.3926
160,30,42.7364
73,14,9.23143
12,109,0.421134
93,30,410.195
34,148,38.346
16,45,3.19444
114,36,12.5681
60,114,36.5349
48,6,12.8614
64,109,7.07361
0,109,8.84635
25,36,2.78889
15,6,22.0431
15,30,62.3053
88,46,4.94765
34,48,25.1795
34,36,71.5334
14,48,1.24908
0,116,26.2131
66,76,1.40258
64,66,2.99858
19,4,207.005
73,0,7.53662
93,14,2.97527
140,158,24.6897
140,35,22.0736
140,4,37.3442
38,158,19.091
38,35,23.5563
38,140,38.649
47,159,0.418182
73,160,39.0697
127,30,410.24
0,127,0.950203
14,16,16.8681
116,16,5.84865
19,68,56.0735
92,111,31.7986
6,158,3.7291
6,35,6.40011
36,15,70.298
4,17,108.03
74,25,18.1143
47,10,31.9277
106,34,4.94848
100,60,7.63432
25,105,4.74011
74,20,1.68905
39,6,12.3495
34,20,167.291
34,39,49.7064
5,74,8.098
27,74,0.115447
27,34,169.879
30,20,49.9806
30,39,8.15998
93,34,12.3984
92,46,3.52278
43,93,5.3973
25,6,6.96952
17,9,23.1283
1,53,7.6379
36,11,60.0308
24,2,9.93611
93,92,0.333333
48,92,12.6064
9,26,12.5892
156,9,66.6891
5,36,15.606
27,111,3.20229
5,111,7.85821
162,6,6.70805
46,60,17.2725
34,109,84.2501
91,9,58.1305
60,13,11.8892
36,13,19.3512
120,92,13.1904
14,15,4.25221
0,15,15.1907
111,6,53.5379
73,43,2.01631
17,10,5.27332
71,34,9.20837
96,34,5.80644
96,71,0.285148
21,71,0.232514
21,96,2.52435
163,146,3.07206
148,6,5.48305
34,125,1.66667
46,66,6.19765
127,34,19.9421
60,127,5.04301
43,127,1.50268
14,127,3.23618
25,31,8.72527
25,11,1.61587
60,11,61.8976
4,25,48.8386
88,100,0.498497
88,32,6.30774
10,20,529.204
1,164,2.67865
47,111,21.2411
118,8,7.43331
1,80,143.991
22,64,5.34432
78,62,18.7852
155,22,25.0444
5,21,32.6932
29,145,2.0
121,1,0.587117
80,121,11.3491
78,20,1.94043
68,62,0.5
68,78,0.179487
6,126,10.2884
53,107,81.6316
10,107,31.9788
10,53,2.59108
13,107,12.8149
13,10,51.1826
80,16,8.06349
126,105,60.9309
78,1,20.3813
107,102,1.06044
62,100,0.333333
110,54,42.4492
155,3,1.47222
13,96,8.15657
154,40,11.5762
1,102,15.1048
82,89,25.2882
138,35,8.04543
38,138,7.60181
16,60,55.124
126,63,1.75232
93,19,47.8686
2,89,36.4291
93,1,11.1836
38,27,18.4084
0,105,96.2339
20,24,66.9495
126,39,42.4189
92,41,22.0973
9,154,129.397
84,154,31.1654
67,5,53.6359
46,59,3.95192
103,19,17.5391
75,4,5.98671
30,67,6.67953
48,64,2.87235
19,43,554.268
41,86,0.191384
21,86,8.55415
21,41,24.1309
105,86,1.21429
105,41,43.586
28,16,67.1535
39,111,11.6535
145,62,7.33333
36,3,3.97899
30,3,4.75493
12,84,150.992
34,154,37.2249
4,93,1.62808
29,93,2.35353
62,81,86.684
34,91,20.9357
110,9,100.877
8,13,17.342
4,70,29.3532
111,26,11.6788
80,5,0.688889
20,80,4.74206
81,122,5.9341
33,112,3.86397
33,113,11.6747
91,29,4.57439
101,4,25.6236
122,114,64.9905
46,57,3.02222
138,140,6.70724
154,102,146.291
28,78,0.880952
62,64,3.00308
13,47,24.2622
42,21,1.56106
62,11,2.17264
30,62,2.4966
8,64,9.52201
78,33,0.916384
122,89,6.28563
122,33,25.217
122,78,6.69364
66,13,18.016
111,142,3.04776
89,3,21.642
9,33,47.02
20,22,51.8965
3,96,70.4201
85,1,13.7665
1,58,49.5765
80,55,39.6048
80,56,9.80517
61,67,1.80336
97,0,15.4704
42,19,7.90458
42,31,29.3951
92,63,35.2143
52,101,0.047619
52,11,0.222619
53,101,0.170563
5,101,0.711268
5,52,0.473291
5,53,0.534705
16,168,2.38749
80,168,0.166667
0,168,1.27169
60,22,309.749
0,74,13.4981
10,74,4.98864
60,93,25.3015
20,41,34.9598
8,41,2.7796
8,20,8.1412
92,8,0.105263
66,41,2.61908
66,20,3.54839
66,8,0.394811
66,92,1.06883
6,83,67.8335
55,46,20.2736
64,95,16.1687
123,33,5.00047
101,33,0.793526
0,33,8.55743
96,33,2.27086
96,101,4.44814
89,101,1.13008
47,38,22.6825
39,38,46.0809
39,91,2.29818
53,28,13.7958
11,33,12.9904
33,10,11.7717
13,39,33.8454
5,8,5.22882
48,8,62.112
48,5,0.9934
113,4,27.2762
112,4,194.494
114,4,14.0338
126,125,1.0
76,30,3.88071
3,127,2.34484
0,112,10.9421
10,39,34.5475
20,89,37.541
82,96,0.384282
71,33,0.868513
71,82,0.702712
8,96,0.698243
8,71,14.1634
9,82,6.1236
163,96,0.0590293
163,33,0.503676
163,82,0.167864
163,71,0.608672
163,8,6.61032
163,9,21.2527
0,113,11.3032
9,81,23.2897
24,27,91.6508
18,9,39.3291
35,20,50.2057
126,9,127.025
64,39,12.0447
47,64,11.7866
87,66,2.15765
1,55,5.76342
16,96,2.46119
116,5,12.9713
9,116,17.7179
112,122,22.0618
16,122,3.50446
16,112,15.104
141,110,1.0
89,39,3.03698
5,89,5.71982
20,64,77.0146
27,64,22.5507
35,112,5.25
114,35,1.87778
113,35,2.35
1,138,2.48919
43,31,22.6232
42,43,112.325
24,111,5.81776
126,12,3.0614
83,47,8.10302
83,39,8.78477
1,12,7.94488
6,12,4.19776
111,16,12.2413
20,142,49.3794
60,85,102.173
27,60,360.655
73,21,3.95742
30,21,33.6316
74,21,6.77325
74,73,3.63696
9,54,39.1097
112,9,163.598
62,138,0.341667
20,138,3.5008
125,48,9.3381
94,132,28.1302
95,132,36.2817
105,89,4.66397
70,46,2.33885
20,70,10.1064
60,68,33.7889
9,124,3.71507
114,124,5.82022
113,124,14.458
33,124,3.16234
112,124,4.6477
67,72,1.60638
13,72,3.46247
108,72,0.0939346
108,67,0.224683
100,105,1.90786
34,113,47.3
4,146,66.3224
163,112,7.08601
163,114,4.11191
163,113,12.7709
29,105,62.6962
9,100,37.2654
91,41,3.37588
156,60,95.1365
31,60,28.2675
43,41,52.9323
128,101,10.2643
124,101,2.36835
8,141,4.23745
9,141,3.23994
0,57,1.37071
64,67,2.49965
17,67,0.242485
17,64,2.58134
63,111,20.1421
63,16,6.72143
1,111,6.8839
74,133,1.0
87,41,3.01989
122,9,12.8968
64,43,11.4661
4,169,6.22172
123,0,1.35393
87,9,37.8896
30,106,60.955
101,64,29.1083
134,30,20.2033
129,30,4.0891
22,101,7.94058
83,30,48.881
97,9,6.42363
97,30,3.57684
97,83,0.6
39,26,86.0596
158,126,16.1207
61,4,17.948
148,89,11.7081
11,28,84.5453
48,80,59.3428
9,98,133.174
42,60,24.4759
148,103,1.61125
4,103,85.793
89,103,0.595425
105,10,133.103
52,30,9.01382
53,30,13.113
148,139,15.7333
20,158,50.4821
52,107,67.6689
42,0,4.43794
9,42,50.2681
170,148,7.66667
30,171,2.83373
4,171,8.82567
105,46,24.1219
43,58,3.45788
43,63,38.1086
109,173,4.03571
60,173,33.869
24,22,68.2508
60,154,16.3382
148,64,7.51051
41,126,17.669
40,13,4.34432
60,47,40.7275
60,39,15.4199
60,172,43.7024
6,137,5.31955
137,24,15.2963
148,43,50.9107
29,11,10.8542
118,4,18.7602
60,29,203.402
47,6,24.218
109,31,13.7291
159,91,4.3381
130,4,55.279
130,29,20.906
130,60,156.913
42,4,32.6713
42,29,56.5977
42,130,7.31527
48,29,3.13036
48,130,13.1178
48,42,0.246379
43,130,92.2227
103,73,2.1888
15,176,12.6611
8,60,23.1309
40,176,28.9739
47,35,6.82012
47,158,3.97822
43,13,97.9761
177,58,15.0278
4,177,5.23016
6,72,5.23687
60,72,1.34848
10,72,2.08535
103,20,5.32868
22,6,42.0501
22,11,10.9547
60,79,12.8849
41,168,0.681818
60,168,0.666667
60,41,69.3767
111,137,0.868683
105,24,15.2747
156,73,6.66667
156,30,7.65267
14,22,33.8658
2,0,8.66144
4,2,57.8054
2,60,62.2175
74,92,12.3732
22,105,23.2293
178,9,1.83903
178,126,3.83333
15,126,0.741332
15,178,0.372365
38,20,38.4167
45,5,2.1
109,179,10.6866
10,84,12.361
115,60,8.90243
43,5,14.3825
104,60,0.689011
22,104,0.690653
158,138,7.92482
60,92,16.4208
111,60,11.4788
1,142,3.07529
48,148,19.2223
66,1,19.7973
19,13,6.62754
148,19,83.1993
19,16,37.0615
22,2,3.01546
4,139,7.41416
114,179,135.003
6,14,49.5987
19,156,2.5
144,60,5.4448
144,43,3.58448
144,19,3.81782
19,29,3.21809
142,9,15.4436
142,89,3.46263
105,5,19.374
148,9,94.7966
103,60,31.2959
43,103,21.5216
42,148,2.12468
69,9,198.389
181,41,2.66667
105,181,0.671429
66,28,21.3213
76,6,3.19039
76,5,3.92647
76,59,0.3
55,118,85.1004
114,24,7.82425
103,63,17.8725
24,19,32.5932
103,2,5.70654
170,30,5.01515
0,31,7.84323
28,64,3.15347
154,115,34.1751
79,115,11.9238
79,154,109.202
10,144,3.84286
109,158,9.63064
35,109,2.65827
94,90,0.46751
94,65,0.899967
9,95,9.1801
9,65,7.14642
9,94,10.0304
138,60,3.02586
148,15,7.60945
5,2,3.42804
6,2,49.4644
148,109,28.342
70,22,1.18443
60,70,4.56936
179,182,1.21905
147,182,3.18333
147,179,3.18333
114,182,1.21905
114,147,3.18333
147,148,15.0
60,147,8.76905
147,9,17.85
58,148,15.0217
1,103,27.6876
74,31,127.221
98,89,31.8889
60,23,6.31429
60,32,38.1732
9,179,4.95221
18,60,10.2333
14,13,8.67843
148,18,8.33333
29,36,0.726437
20,36,8.15946
105,36,8.68143
60,170,8.68182
154,11,46.6942
154,12,20.4184
34,12,13.9128
92,5,15.26
58,60,24.9621
5,47,29.323
43,109,42.6535
19,85,3.27022
8,107,6.85113
116,62,0.715451
70,62,0.849978
70,116,3.69322
60,137,12.1667
36,12,41.8798
86,60,2.01818
66,16,10.2537
82,64,3.20238
22,41,4.57105
142,0,24.7833
142,91,21.4458
142,21,44.4258
74,183,33.9408
6,94,7.17846
13,148,1.43311
32,148,1.51717
95,60,8.17289
107,96,0.537332
35,96,2.00909
35,107,1.3746
158,96,1.11586
158,107,2.65556
8,35,2.55324
8,158,5.39524
60,12,7.07788
74,4,291.19
