"pl_POL_tvn24_int" "2017-08-01 09:28:41" "Testament generała. Prosili, by siedział. 
""Uznał, że musi wstać, choć nogi słabe""" "
                    
                     <img src=""https://r-scale-ca.dcs.redcdn.pl/scale/o2/tvn/web-content/m/p1/i/b29eed44276144e4e8103a661f9a78b7/f7c28705-41f4-4b0e-a5de-9bb30cc602eb.jpg?type=1&" "38;srcmode=4&" "38;srcx=0/1&" "38;srcy=0/1&" "38;srcw=50&" "38;srch=50&" "38;dstw=50&" "38;dsth=50&" "38;quality=80"" align=""right"" />                    - Powinniśmy słuchać powstańców warszawskich. To jest dziś zadanie dla młodych ludzi- - przekonywał Jan Ołdakowski, dyrektor Muzeum Powstania Warszawskiego, który był gościem wtorkowego ""Wstajesz i Wiesz"".
                    
                "
"pl_POL_tvn24_int" "2017-08-01 09:27:08" "Liderzy wenezuelskiej opozycji ""zabrani 
z domów"". Rodziny: nie wiadomo, gdzie są" "
                    
                     <img src=""https://r-scale-67.dcs.redcdn.pl/scale/o2/tvn/web-content/m/p1/i/b29eed44276144e4e8103a661f9a78b7/962b460e-443a-4001-95f5-003847a0eba3.jpg?type=1&" "38;srcmode=4&" "38;srcx=0/1&" "38;srcy=0/1&" "38;srcw=50&" "38;srch=50&" "38;dstw=50&" "38;dsth=50&" "38;quality=80"" align=""right"" />                    Niespełna dwie doby po wyborach do parlamentu, w których startowali tylko sprzymierzeńcy prezydenta Nicolasa Maduro, przywódcy wenezuelskiej opozycji - Leopoldo Lopez i Antonio Ledezma - zostali zabrani z domów przez policję - poinformowały ich rodziny.
                    
                "
"pl_POL_tvn24_int" "2017-08-01 07:00:58" "Sąd Najwyższy zebrał się w sprawie Kamińskiego" "
                    
                     <img src=""https://r-scale-34.dcs.redcdn.pl/scale/o2/tvn/web-content/m/p1/i/b29eed44276144e4e8103a661f9a78b7/ed3b532e-3365-432a-82f0-cd786a1e7cab.jpg?type=1&" "38;srcmode=4&" "38;srcx=0/1&" "38;srcy=0/1&" "38;srcw=50&" "38;srch=50&" "38;dstw=50&" "38;dsth=50&" "38;quality=80"" align=""right"" />                    Trzech sędziów Sądu Najwyższego bada we wtorek, czy zawiesić rozpatrzenie sprawy kasacyjnej byłego szefa Centralnego Biura Antykorupcyjnego i obecnego koordynatora służb specjalnych Mariusza Kamińskiego i innych byłych szefów CBA do rozstrzygnięcia przez Trybunał Konstytucyjny sprawy sporu kompetencyjnego między Sądem Najwyższym a prezydentem. Chodzi o zastosowane przez Andrzeja Dudę prawo łaski.
                    
                "
"pl_POL_tvn24_int" "2017-07-31 19:20:19" "Zmarł amerykański aktor Sam Shepard. Miał 73 lata" "
                    
                     <img src=""https://r-scale-e1.dcs.redcdn.pl/scale/o2/tvn/web-content/m/p1/i/b29eed44276144e4e8103a661f9a78b7/a0c44130-699c-4f6b-a3ce-7ddfd3a07c46.jpg?type=1&" "38;srcmode=4&" "38;srcx=0/1&" "38;srcy=0/1&" "38;srcw=50&" "38;srch=50&" "38;dstw=50&" "38;dsth=50&" "38;quality=80"" align=""right"" />                    Nie żyje amerykański aktor i dramaturg Sam Shepard - poinformował w poniedziałek rzecznik jego rodziny Chris Boneau. Artysta zmarł w swym domu w Kentucky na skutek komplikacji wywołanych przez stwardnienie zanikowe boczne.

                    
                "
"pl_POL_tvn24_int" "2017-07-31 14:17:12" "7-latka utopiła się w szambie. 
Matka i jej konkubent z zarzutami" "
                    
                     <img src=""https://r-scale-05.dcs.redcdn.pl/scale/o2/tvn/web-content/m/p1/i/b29eed44276144e4e8103a661f9a78b7/a30e6634-1d0c-4ee4-8753-e11d051f58c1.png?type=1&" "38;srcmode=4&" "38;srcx=0/1&" "38;srcy=0/1&" "38;srcw=50&" "38;srch=50&" "38;dstw=50&" "38;dsth=50&" "38;quality=80"" align=""right"" />                    Zarzut nieumyślnego spowodowania śmierci dziecka usłyszała w poniedziałek matka 7-letniej dziewczynki, której ciało odnaleziono w sobotę w studzience w Gorzowie Wielkopolskim. Taki sam zarzut postawiono jej konkubentowi. Grozi im do 5 lat więzienia.
                    
                "
"pl_POL_tvn24_int" "2017-07-31 12:35:00" "Pędząca zakonnica zostawiła konkurencję w tyle.
Wybraliście najciekawsze wideo tygodnia w tvn24.pl" "
                    
