"AED"	"0"
"AFG"	"9127"
"AFN"	"4"
"AGO"	"211"
"ALB"	"464"
"ALL"	"2"
"AMD"	"0"
"AND"	"31"
"ANG"	"0"
"AOA"	"2"
"APEC"	"410"
"ARE"	"535"
"ARG"	"5625"
"ARM"	"702"
"ARS"	"0"
"ASEAN"	"197"
"AU"	"1323"
"AUD"	"0"
"AUS"	"22876"
"AUT"	"2856"
"AWG"	"0"
"AZE"	"313"
"AZN"	"0"
"BAM"	"0"
"BBD"	"0"
"BDI"	"1085"
"BDT"	"0"
"BEL"	"8183"
"BEN"	"148"
"BFA"	"1054"
"BGD"	"1846"
"BGN"	"0"
"BGR"	"761"
"BHD"	"0"
"BHR"	"605"
"BHS"	"183"
"BIF"	"0"
"BLR"	"1549"
"BLZ"	"43"
"BMD"	"0"
"BND"	"0"
"BOB"	"0"
"BOL"	"1863"
"BOV"	"0"
"BRA"	"10802"
"BRB"	"76"
"BRL"	"0"
"BSD"	"0"
"BTN"	"81"
"BWA"	"82"
"BWP"	"0"
"BYR"	"0"
"BZD"	"0"
"CAD"	"0"
"CAF"	"900"
"CAN"	"6921"
"CCK"	"0"
"CDF"	"0"
"CHE"	"7070"
"CHF"	"0"
"CHL"	"4265"
"CHN"	"32829"
"CHW"	"0"
"CLF"	"0"
"CLP"	"0"
"CMR"	"900"
"CNY"	"0"
"COG"	"1128"
"COK"	"0"
"COL"	"5375"
"COM"	"17"
"COP"	"0"
"COU"	"0"
"CPV"	"24"
"CRC"	"0"
"CRI"	"38"
"CUB"	"6945"
"CUP"	"0"
"CVE"	"0"
"CXR"	"0"
"CYP"	"648"
"CZE"	"854"
"CZK"	"0"
"DEU"	"18882"
"DJF"	"0"
"DJI"	"149"
"DKK"	"0"
"DMA"	"858"
"DNK"	"2156"
"DOM"	"511"
"DOP"	"0"
"DZA"	"2445"
"DZD"	"0"
"ECCAS"	"0"
"ECOWAS"	"63"
"EEK"	"0"
"EGP"	"0"
"EGY"	"11582"
"ERI"	"253"
"ERN"	"0"
"ESH"	"155"
"ESP"	"16693"
"EST"	"374"
"ETB"	"0"
"ETH"	"882"
"EU"	"16903"
"EUR"	"2019"
"FIN"	"662"
"FJD"	"0"
"FJI"	"313"
"FKP"	"0"
"FLK"	"0"
"FRA"	"30817"
"FRO"	"1"
"FTAA"	"4"
"G8"	"229"
"GAB"	"58"
"GBP"	"0"
"GBR"	"63765"
"GEL"	"2"
"GEO"	"1128"
"GHA"	"455"
"GHS"	"1"
"GIN"	"1930"
"GIP"	"0"
"GMB"	"222"
"GMD"	"2"
"GNB"	"65"
"GNF"	"0"
"GNQ"	"21"
"GRC"	"9819"
"GRD"	"1025"
"GRL"	"77"
"GTM"	"809"
"GTQ"	"0"
"GUY"	"244"
"GYD"	"0"
"HKD"	"0"
"HKG"	"92"
"HND"	"674"
"HNL"	"0"
"HRK"	"0"
"HRV"	"429"
"HTG"	"0"
"HTI"	"941"
"HUF"	"7"
"HUN"	"1097"
"IDN"	"5848"
"IDR"	"23"
"ILS"	"0"
"IND"	"23076"
"INR"	"0"
"IQD"	"0"
"IRL"	"2590"
"IRN"	"13791"
"IRQ"	"22297"
"IRR"	"0"
"ISK"	"0"
"ISL"	"504"
"ISR"	"23051"
"ITA"	"13227"
"JAM"	"578"
"JMD"	"0"
"JOD"	"0"
"JOR"	"2963"
"JPN"	"21856"
"JPY"	"0"
"KAZ"	"502"
"KEN"	"3023"
"KES"	"0"
"KGS"	"10"
"KGZ"	"109"
"KHM"	"756"
"KHR"	"2"
"KIR"	"16"
"KMF"	"0"
"KNA"	"6"
"KOR"	"3861"
"KPW"	"0"
"KRW"	"0"
"KWD"	"0"
"KWT"	"773"
"KYD"	"0"
"KZT"	"2"
"LAK"	"2"
"LAS"	"674"
"LBN"	"5494"
"LBP"	"0"
"LBR"	"2711"
"LBY"	"7116"
"LCA"	"13"
"LIE"	"19"
"LKA"	"727"
"LKR"	"0"
"LRD"	"0"
"LSL"	"0"
"LSO"	"139"
"LTL"	"0"
"LTU"	"418"
"LUX"	"627"
"LVA"	"471"
"LVL"	"0"
"LYD"	"0"
"MAC"	"143"
"MAD"	"0"
"MAR"	"1557"
"MCO"	"193"
"MDA"	"354"
"MDG"	"167"
"MDL"	"0"
"MDV"	"1849"
"MEX"	"8577"
"MGA"	"0"
"MHL"	"256"
"MKD"	"410"
"MLI"	"3679"
"MLT"	"377"
"MMK"	"1"
"MMR"	"2559"
"MNE"	"55"
"MNG"	"243"
"MNT"	"0"
"MOP"	"0"
"MOZ"	"272"
"MRO"	"0"
"MRT"	"202"
"MTL"	"0"
"MUR"	"0"
"MUS"	"222"
"MVR"	"0"
"MWI"	"201"
"MWK"	"1"
"MXN"	"0"
"MXV"	"0"
"MYR"	"0"
"MYS"	"9667"
"MZN"	"0"
"NAD"	"0"
"NAM"	"137"
"NATO"	"2838"
"NER"	"11252"
"NGA"	"10985"
"NGN"	"71"
"NIC"	"561"
"NIO"	"0"
"NOK"	"0"
"NOR"	"1387"
"NPL"	"4710"
"NPR"	"0"
"NRU"	"266"
"NZD"	"0"
"NZL"	"431"
"OAS"	"368"
"OECD"	"182"
"OMN"	"281"
"OMR"	"0"
"OPEC"	"223"
"PAB"	"3"
"PAK"	"8010"
"PAN"	"1130"
"PEN"	"0"
"PER"	"1718"
"PGK"	"0"
"PHL"	"3539"
"PHP"	"0"
"PKR"	"0"
"PLN"	"2"
"PLW"	"17"
